city,cut,color,clarity,carat,depth,table,price
1,2,1,5,0.34,62.6,55.0,956
12,2,3,5,0.41,62.7,56.0,827
12,1,1,2,0.9,58.1,64.0,3884
10,2,1,2,0.7,61.1,56.0,3330
3,3,6,4,1.21,59.5,60.0,5556
3,3,3,1,0.38,62.5,60.0,1148
10,3,0,3,0.92,62.5,59.0,3550
8,0,1,5,1.0,57.3,64.0,6285
3,2,5,3,1.57,62.6,58.0,8228
4,3,4,3,1.61,61.4,62.0,7745
1,2,3,6,0.42,62.0,56.0,1179
1,0,4,3,1.0,65.3,62.0,2818
9,2,4,5,0.56,62.4,56.0,1687
9,2,3,7,0.54,61.2,56.0,1914
8,2,5,4,0.79,61.7,59.0,2888
7,2,4,1,0.3,62.1,55.0,1013
1,2,1,5,0.78,61.1,55.0,3713
11,2,6,6,0.35,62.1,53.0,540
1,1,1,7,1.0,64.1,57.0,7692
4,2,1,7,0.34,62.3,57.0,1071
7,1,0,3,0.92,60.3,61.0,3843
3,1,1,1,0.31,64.2,60.0,813
6,4,3,3,1.01,63.3,56.0,4228
2,3,0,6,0.55,60.3,59.0,3006
3,2,2,6,0.52,61.2,56.0,2841
2,4,0,7,0.4,62.2,62.0,1010
3,0,1,3,0.7,58.7,68.0,1723
2,3,5,0,1.01,59.2,57.0,2017
3,3,2,0,1.2,62.9,58.0,2360
12,2,6,6,0.54,62.2,54.0,1239
0,3,2,5,0.77,62.4,59.0,3018
12,4,1,4,0.53,58.5,61.0,1852
1,1,3,4,0.9,61.0,62.0,4395
3,2,0,5,1.23,62.3,57.0,9836
2,2,6,3,1.05,61.3,56.0,4364
1,0,4,0,0.9,66.9,63.0,1758
1,2,0,5,0.73,62.0,56.0,3440
10,2,3,6,0.36,62.1,56.0,945
10,4,3,5,0.32,61.9,56.0,576
4,3,1,4,0.56,62.6,58.0,1930
11,2,0,4,0.38,62.0,57.0,882
8,4,5,3,0.43,61.5,54.0,691
7,1,1,7,1.0,57.8,61.0,8960
6,2,4,6,0.31,61.4,54.0,687
8,4,2,3,1.01,59.5,57.0,3709
0,2,0,7,1.1,62.2,57.0,11550
11,2,4,2,1.15,61.9,55.0,5296
2,4,3,2,1.02,62.8,57.0,4964
4,1,2,7,0.24,64.0,61.0,471
12,4,3,3,1.01,61.9,55.0,3852
10,1,4,2,0.52,63.6,62.0,1073
10,2,2,7,0.54,61.0,57.0,2109
1,2,4,2,1.52,62.0,56.0,7491
10,2,0,5,0.35,62.0,55.0,829
11,2,2,5,0.31,61.9,55.0,625
0,2,1,3,0.9,61.7,56.0,4034
3,2,3,2,1.15,61.7,56.0,5224
8,2,1,2,1.09,61.1,55.0,6043
8,4,5,5,0.39,60.1,57.0,679
10,4,5,7,0.7,63.0,58.0,2367
2,2,5,2,0.91,62.4,56.0,3574
8,1,2,2,0.3,63.6,55.0,641
3,3,1,7,0.25,61.5,59.0,576
8,3,5,3,1.01,59.6,62.0,3767
10,2,3,7,0.34,61.9,57.0,775
11,2,0,7,0.7,61.1,55.0,5539
5,2,0,3,0.73,62.4,56.0,2504
7,4,0,2,1.04,61.5,58.0,5605
3,2,3,7,0.56,62.1,56.0,2357
7,2,4,3,1.09,61.5,55.0,4212
11,1,0,5,0.33,63.6,56.0,625
6,2,0,2,0.32,59.6,57.0,756
1,3,2,5,0.34,61.2,59.0,880
10,2,2,5,1.27,61.0,59.0,9547
6,1,0,3,0.9,63.8,58.0,3740
3,3,5,3,1.54,59.4,61.0,7727
11,3,1,4,0.74,61.2,58.0,3312
3,2,4,6,0.52,61.7,53.0,1893
10,4,1,2,0.7,59.1,63.0,2184
6,3,5,5,1.22,60.6,58.0,6149
1,4,4,2,1.55,61.6,54.0,9818
8,3,1,3,1.52,60.8,60.0,9028
12,4,3,3,0.39,63.2,57.0,597
6,2,3,6,0.26,62.8,54.0,605
6,2,1,7,0.39,61.9,55.0,1034
10,1,3,5,0.52,63.3,57.0,1349
10,0,2,2,0.72,64.8,55.0,2691
1,2,5,4,0.31,61.6,55.0,489
4,2,4,5,1.07,62.1,57.0,4458
2,2,0,3,0.43,61.0,57.0,919
4,2,2,7,0.24,60.7,56.0,552
3,3,6,2,0.32,63.0,58.0,480
3,3,2,2,0.9,60.4,59.0,4062
10,2,0,2,0.33,62.0,56.0,567
6,2,1,5,0.35,61.5,55.0,767
9,2,2,4,0.41,60.8,56.0,1076
1,2,3,5,1.01,62.1,57.0,6734
2,3,5,3,1.13,62.2,59.0,3987
7,4,3,3,0.9,59.2,57.0,3303
10,2,1,6,0.55,62.9,57.0,2609
9,3,4,2,1.21,61.8,58.0,6180
4,3,3,4,0.31,62.1,58.0,542
8,2,4,3,1.08,61.8,55.0,4491
10,1,4,2,0.38,63.3,57.0,633
10,4,0,7,0.65,57.7,60.0,3025
1,4,5,5,1.5,62.5,59.0,8893
10,4,1,7,0.72,59.3,60.0,3374
1,2,0,4,1.06,61.7,55.0,8893
0,4,4,2,0.91,63.4,55.0,3082
10,2,4,5,0.36,62.0,55.0,599
10,2,4,5,0.61,62.5,54.0,1591
9,2,4,6,0.53,61.2,56.0,1842
12,2,3,7,0.3,61.8,54.0,665
1,4,5,3,0.71,63.7,57.0,1875
2,2,3,4,0.58,62.6,54.0,1984
8,4,0,2,1.01,61.6,59.0,5815
11,2,2,2,0.3,61.2,55.0,609
1,3,1,5,0.52,62.3,57.0,1815
11,1,3,2,0.3,63.2,55.0,417
7,2,1,5,1.05,61.7,55.0,9624
7,3,5,4,1.55,58.2,60.0,10416
11,1,2,2,0.41,58.4,58.0,676
7,3,6,2,0.96,60.3,59.0,3269
1,3,2,5,1.01,59.2,61.0,6900
1,0,4,3,1.51,65.5,56.0,6816
8,4,5,3,0.73,63.0,58.0,2093
3,4,0,5,0.43,59.1,58.0,931
1,4,5,7,0.3,62.1,56.0,533
12,0,6,2,0.9,64.6,61.0,2438
9,4,2,3,1.02,63.0,58.0,4162
5,4,6,5,0.59,62.1,57.0,1261
5,3,4,3,0.32,60.4,59.0,504
8,2,3,6,0.34,62.5,53.0,895
7,2,3,5,1.04,60.7,56.0,7415
3,2,3,6,0.38,61.6,57.0,1067
6,1,2,3,0.7,63.6,56.0,1806
0,4,3,7,0.7,60.8,57.0,2931
2,4,2,4,0.71,62.1,53.0,3013
9,2,4,7,1.12,62.3,53.0,7091
0,4,3,6,0.26,61.6,56.0,545
8,3,5,5,1.09,61.3,58.0,4659
6,2,2,4,0.38,62.4,54.0,933
3,2,1,2,0.38,61.0,56.0,694
0,2,0,2,0.75,61.1,56.0,3712
7,2,4,7,0.32,61.2,56.0,645
7,2,0,5,0.52,61.3,56.0,1822
6,3,2,5,1.01,61.6,59.0,6587
0,3,1,3,0.51,62.7,52.0,1205
3,2,5,7,0.72,61.7,55.0,2530
1,4,4,2,0.58,58.4,59.0,1239
12,0,4,3,0.9,65.6,58.0,3105
4,3,3,7,0.4,61.1,58.0,982
4,2,4,3,1.05,61.2,57.0,4410
3,4,3,3,0.7,60.7,58.0,2141
10,1,2,2,0.3,57.2,62.0,641
7,2,2,6,0.7,62.5,57.0,3683
1,2,0,4,0.73,61.9,55.0,4258
12,2,1,2,0.51,62.7,55.0,1546
11,2,2,4,0.53,62.4,57.0,1832
3,2,2,3,0.53,61.7,56.0,1142
11,4,3,2,1.24,61.8,58.0,7106
3,2,4,3,1.08,59.3,57.0,4455
1,3,6,5,1.21,60.2,57.0,5541
6,1,3,5,0.9,61.5,61.0,4296
4,2,0,4,0.56,61.6,57.0,2369
11,4,1,4,0.24,61.5,57.0,357
5,2,2,7,0.71,62.2,56.0,4167
4,1,0,7,0.25,64.6,56.0,462
9,2,4,5,0.7,61.4,54.0,2184
3,2,1,7,0.31,61.8,58.0,710
1,1,1,2,0.9,63.9,57.0,4463
2,4,0,5,0.7,62.5,55.0,3052
0,4,3,4,0.74,59.8,58.0,2896
3,4,3,7,1.22,59.3,58.0,9706
3,3,4,2,1.01,59.2,58.0,3417
1,2,4,5,0.76,62.7,57.0,2692
0,4,3,1,0.54,62.5,58.0,2128
4,2,3,2,0.4,60.9,55.0,873
4,2,1,5,0.8,61.4,56.0,3972
1,2,1,7,0.72,61.7,55.0,4927
6,3,2,2,0.7,60.8,56.0,2394
5,2,6,4,0.9,62.1,57.0,3418
1,0,2,2,0.9,65.1,56.0,3437
10,2,1,3,1.16,59.9,57.0,5093
9,3,6,2,1.26,61.7,58.0,5114
1,4,0,2,0.9,61.1,63.0,3997
7,2,5,3,1.09,60.3,57.0,4315
10,2,3,7,0.54,61.0,56.0,2090
6,2,3,5,0.71,61.6,55.0,2537
7,2,4,3,0.83,61.1,59.0,2666
1,2,1,6,0.42,61.6,56.0,1400
1,2,4,7,0.3,61.5,56.0,605
5,1,1,7,0.23,62.2,60.0,505
1,2,0,6,0.42,62.8,56.0,1621
9,4,1,3,0.7,62.0,60.0,2257
7,4,3,6,0.23,62.0,56.0,484
12,2,1,7,0.7,62.4,54.0,3585
3,4,1,3,1.51,61.2,58.0,9140
11,4,4,5,0.76,63.4,58.0,2517
12,1,6,2,1.01,62.8,58.0,3399
10,3,5,3,1.54,62.4,59.0,6640
12,4,3,3,0.42,59.5,61.0,573
8,3,0,5,0.51,62.0,60.0,1807
9,3,1,4,0.36,60.4,58.0,1094
3,2,2,7,0.38,61.0,57.0,1117
9,2,4,4,0.74,61.0,55.0,3254
12,2,6,4,0.93,62.3,56.0,3281
10,3,2,3,1.02,63.0,58.0,4398
10,3,4,2,1.2,62.4,59.0,5899
1,4,3,2,0.43,63.1,58.0,903
10,2,0,5,0.33,60.3,55.0,855
10,3,2,3,1.73,62.4,60.0,9494
5,2,3,2,1.21,62.1,57.0,6958
1,4,5,2,1.01,61.4,62.0,4693
12,3,4,5,1.22,62.3,58.0,6608
10,3,0,3,1.05,60.4,57.0,5057
5,3,3,5,0.31,59.9,59.0,698
11,4,6,5,0.52,60.7,56.0,1141
6,2,5,5,1.7,61.1,57.0,10662
4,4,1,5,1.02,63.2,60.0,6580
1,4,3,7,0.32,62.6,54.0,672
12,1,2,5,0.23,61.0,57.0,442
3,2,4,3,1.0,58.3,61.0,4390
2,2,4,7,0.55,61.7,57.0,1715
0,3,0,3,1.02,61.5,56.0,4718
10,4,0,3,1.02,62.7,59.0,4712
2,4,1,5,0.34,59.8,62.0,659
2,3,5,5,0.31,62.3,57.0,558
10,3,1,5,0.37,59.1,60.0,811
11,2,6,2,1.91,60.7,56.0,11447
11,4,3,2,0.36,63.3,56.0,689
5,2,3,2,0.33,61.8,54.0,453
9,3,2,1,1.01,62.3,57.0,9627
1,2,3,4,0.3,60.6,57.0,624
1,2,2,5,0.41,61.1,56.0,863
6,3,5,3,1.11,61.5,58.0,4120
5,1,2,4,0.9,62.8,60.0,4898
1,0,4,3,1.0,65.2,54.0,2912
5,3,4,2,1.29,62.9,59.0,6588
12,3,0,5,0.52,62.4,58.0,1842
6,2,0,4,0.77,62.3,56.0,4407
1,3,1,2,0.44,62.2,60.0,1040
1,4,4,7,1.0,62.6,56.0,6249
8,2,5,2,1.04,61.7,55.0,4836
1,3,1,5,0.3,61.7,60.0,570
1,4,3,0,2.11,63.2,57.0,7834
1,3,5,5,1.28,62.5,61.0,6451
5,2,4,5,0.5,62.3,55.0,1921
1,2,5,4,0.27,62.0,56.0,432
1,2,3,5,1.08,62.1,57.0,5559
8,1,4,2,0.32,63.5,57.0,461
9,0,3,3,0.8,61.2,58.0,2246
7,3,5,5,1.56,60.8,59.0,7326
10,2,2,7,0.52,61.5,55.0,2092
10,4,2,4,0.29,59.1,60.0,504
2,3,0,2,0.91,61.5,59.0,4165
1,3,4,3,1.0,63.0,61.0,4088
12,2,2,7,0.38,60.8,58.0,963
3,4,3,0,0.57,59.5,56.9,929
10,4,4,7,0.74,60.5,60.0,2921
12,4,1,3,0.91,60.0,60.0,3438
4,2,1,5,1.0,62.8,57.0,6720
2,2,2,7,0.41,61.9,55.0,1192
12,1,2,4,0.76,59.9,61.0,3057
8,4,2,2,1.5,63.0,55.0,10372
7,3,2,2,1.51,62.2,58.0,11374
8,3,1,3,1.04,61.0,60.0,4240
3,2,3,2,0.34,61.9,55.0,540
0,2,3,4,0.74,61.5,55.0,2780
11,0,3,2,1.0,64.7,60.0,4312
3,2,3,4,0.59,61.1,58.0,1916
11,2,4,6,0.58,62.1,53.6,1961
1,1,5,4,1.11,59.2,64.0,4817
1,2,4,5,1.07,62.0,57.0,5820
3,2,3,7,1.26,60.7,56.0,10556
4,2,2,5,0.3,62.7,57.0,605
10,4,3,2,0.34,60.8,59.0,507
0,0,3,7,1.02,64.6,59.0,6736
7,4,3,2,0.73,59.8,61.0,2330
1,3,2,2,1.01,59.5,62.0,4989
1,2,0,2,0.32,61.9,57.0,589
6,3,0,5,0.71,58.7,61.0,2968
10,2,4,5,0.34,60.5,56.0,537
5,2,5,4,1.64,60.5,57.0,11305
2,2,0,2,0.42,62.0,55.0,1040
3,2,5,4,1.32,61.2,57.0,7617
10,3,3,4,0.51,62.1,58.0,1662
2,2,2,2,1.04,61.2,56.0,5145
1,1,1,6,0.31,60.9,61.0,725
7,3,5,3,1.51,62.7,55.0,7766
10,2,3,6,0.42,61.6,55.0,1179
11,3,4,4,0.42,61.2,60.0,1087
1,2,3,2,0.43,61.7,55.0,818
11,2,3,5,0.55,61.2,56.8,1604
0,4,2,3,1.01,63.1,57.0,4072
8,3,1,7,1.0,61.6,59.0,8888
9,2,2,6,1.05,62.7,57.0,9784
9,4,3,4,0.3,61.7,60.0,605
8,1,1,4,0.9,62.2,60.0,5068
1,1,5,5,0.71,64.2,58.0,2028
12,4,3,4,0.5,63.2,59.0,1580
2,3,3,5,0.91,60.8,56.0,4357
3,3,1,4,1.03,61.4,58.0,7677
12,2,5,3,1.24,60.7,57.0,4812
6,2,3,5,1.1,62.5,54.0,7074
2,2,0,5,0.32,61.1,56.0,758
4,3,4,2,1.25,60.7,58.0,5027
7,4,2,1,0.3,62.0,55.0,886
3,3,0,2,1.14,58.9,59.0,6256
12,2,3,3,1.01,60.5,58.0,4327
10,2,4,2,0.3,61.6,54.0,450
4,3,4,5,1.54,60.3,60.0,9081
7,2,2,2,0.43,61.4,55.0,745
10,2,5,4,0.36,60.5,57.0,729
2,3,1,3,0.7,62.9,59.0,2273
3,2,5,4,0.7,63.1,54.0,2142
11,1,0,2,0.6,63.8,57.0,1944
9,2,5,3,0.91,63.0,54.0,2976
0,4,1,6,0.23,61.3,60.0,530
9,2,3,1,0.35,61.1,56.0,1044
0,3,2,5,0.75,61.6,58.0,3013
7,4,6,7,1.01,62.2,56.0,4850
12,4,4,5,1.53,62.5,61.0,11722
1,1,3,2,0.33,63.2,57.0,492
8,3,4,5,0.36,61.0,60.0,729
10,2,3,7,0.32,61.9,57.0,730
5,4,4,3,0.33,63.5,57.0,534
8,2,2,4,0.36,61.9,56.0,789
3,2,1,2,0.78,60.4,57.0,3671
3,2,0,5,0.71,62.4,56.0,3372
4,3,4,2,1.53,62.0,60.0,7608
3,3,6,2,1.72,62.0,56.0,6857
3,1,4,6,0.34,64.0,57.0,893
5,1,0,3,1.17,57.4,59.0,3866
4,2,1,5,0.56,61.1,57.0,2066
5,4,5,7,0.3,60.1,63.0,526
2,2,2,4,1.1,61.7,57.0,8279
3,2,1,4,0.38,61.6,56.0,1069
6,2,1,3,0.71,65.5,55.0,2511
5,3,1,7,0.6,62.4,61.0,2393
4,3,3,2,0.32,62.6,58.0,477
5,2,4,3,1.15,60.5,56.0,4315
9,2,3,7,0.41,60.4,56.0,1007
12,3,6,2,0.5,60.7,58.0,1125
7,3,4,2,1.01,60.0,58.0,4965
9,4,3,4,0.91,63.4,54.0,4209
4,2,4,6,0.31,61.6,55.0,687
0,1,3,4,0.9,63.6,58.0,4540
7,2,4,7,0.42,62.0,57.0,1055
8,2,3,7,0.37,61.9,54.0,917
12,3,4,4,1.51,62.1,58.0,10775
0,2,6,4,0.43,61.9,55.5,706
3,2,0,5,0.5,62.6,56.0,1752
7,2,1,3,0.9,62.7,54.0,4091
6,2,1,2,1.15,62.7,56.0,5526
9,3,3,7,0.52,61.8,59.0,2012
11,3,6,7,1.21,61.7,60.0,5531
10,2,2,1,0.31,61.5,55.0,1061
11,4,6,4,0.44,63.2,57.0,891
9,2,2,5,0.38,62.4,54.0,969
10,4,2,7,1.0,63.2,56.0,8172
11,2,2,4,1.01,63.2,56.0,7209
10,3,4,4,0.35,62.6,58.0,788
12,0,2,3,0.7,65.1,52.0,2394
1,2,1,6,1.01,62.2,57.0,10887
11,2,3,6,0.6,62.0,55.5,2524
1,4,1,3,0.71,58.4,63.0,2343
6,4,3,2,0.7,60.6,57.0,2042
7,3,1,2,0.37,59.3,58.0,649
10,3,1,4,0.41,61.2,58.0,1079
12,2,2,4,0.5,61.2,56.0,1695
4,2,1,3,0.9,62.1,56.0,3804
5,4,6,2,1.2,61.4,59.0,4752
7,3,3,3,1.02,62.5,59.0,4291
7,4,3,5,1.01,62.9,60.0,5779
0,2,0,2,0.71,61.8,56.0,3502
1,1,0,2,1.0,64.2,56.0,5642
1,2,2,4,1.31,61.9,54.0,10957
9,3,0,2,0.6,61.6,58.0,1896
6,4,0,3,0.94,62.0,57.0,3634
10,3,1,4,0.41,60.6,59.0,1079
2,0,3,4,0.58,64.7,60.0,1701
2,0,4,0,1.5,68.9,56.0,5292
1,3,4,3,1.13,62.7,55.0,4746
12,1,3,5,0.7,62.1,61.0,2367
1,2,3,4,1.02,62.2,56.0,6683
12,1,3,2,0.9,64.5,57.0,3615
10,2,2,5,0.57,59.2,57.0,1637
3,3,3,3,1.3,61.8,57.0,5421
0,2,2,6,0.39,61.8,55.0,1124
9,3,4,4,1.0,61.8,61.0,5169
12,4,3,3,0.9,63.3,59.0,3107
12,3,5,2,1.51,61.7,60.0,9344
12,2,1,4,0.71,61.5,55.0,3748
6,4,4,6,0.3,62.3,56.0,626
12,2,5,3,0.82,61.1,57.0,2075
0,4,2,3,0.82,59.7,57.0,2841
7,4,2,5,0.51,63.5,56.0,1574
1,2,4,4,0.51,61.6,55.0,1668
0,3,4,2,1.02,59.6,57.0,5055
5,2,4,5,1.34,60.2,56.0,7429
10,2,3,3,0.4,62.4,56.0,573
7,2,2,3,1.01,62.5,55.0,4497
5,2,2,3,1.04,62.6,57.0,4547
6,4,5,5,0.38,61.7,56.0,680
6,2,4,3,0.4,61.6,56.0,516
4,2,2,4,0.57,61.9,55.0,2189
11,2,5,4,0.4,63.0,56.0,945
10,2,5,6,0.55,61.7,56.0,1712
9,3,3,2,1.2,61.5,61.0,5947
5,3,2,5,0.31,59.0,59.0,802
8,4,3,5,1.01,62.5,60.0,5519
0,2,4,7,1.02,62.1,56.0,6797
10,2,5,6,0.35,61.6,55.0,628
3,2,1,7,0.5,61.7,55.7,2206
0,4,3,4,0.55,59.4,62.0,1667
2,4,3,5,1.01,61.4,59.0,5944
1,4,2,5,0.31,58.8,58.0,609
4,4,0,1,0.31,62.0,56.0,1331
10,3,6,2,1.51,59.9,60.0,7822
12,2,3,5,1.22,62.0,55.0,7783
10,4,4,2,0.7,62.9,56.0,2048
1,2,6,5,0.39,61.2,56.0,642
7,1,4,2,0.4,62.0,61.0,667
3,3,0,3,0.41,59.9,60.0,795
9,2,4,4,0.7,61.9,55.0,2484
3,4,2,3,1.0,62.2,55.0,4383
10,2,0,5,1.06,62.5,54.0,6981
10,3,3,4,0.5,60.9,58.0,1746
3,2,4,4,0.32,61.9,55.0,720
10,3,4,5,1.02,61.0,58.0,5666
12,2,5,6,0.54,62.7,57.0,1681
12,2,1,3,0.93,62.1,55.0,3990
9,3,2,6,0.38,59.2,58.0,1257
7,2,2,2,0.46,62.5,56.0,1018
10,4,0,3,0.9,59.0,61.0,3262
1,3,4,2,1.71,58.1,59.0,9193
1,3,3,2,0.5,62.8,61.0,1286
3,1,1,7,0.25,58.0,65.0,476
10,0,1,3,0.78,66.9,57.0,2721
10,2,4,2,0.35,61.5,56.0,523
8,2,3,2,0.32,62.3,57.0,508
11,0,3,5,1.01,64.9,56.0,4887
1,3,4,0,1.5,60.1,57.0,3457
9,2,1,5,0.83,61.3,56.0,4271
8,1,6,5,1.5,61.7,56.0,7177
9,1,4,2,0.55,63.6,55.0,1175
4,2,6,2,1.4,62.1,57.0,6350
10,2,1,5,0.54,61.8,55.0,1567
8,2,3,3,1.09,61.2,57.0,4670
3,2,3,6,0.36,62.1,56.0,884
5,4,3,3,0.87,59.9,58.0,2802
7,3,0,7,1.0,63.0,59.0,9918
10,2,1,5,0.58,61.9,57.0,1984
4,3,6,5,1.23,58.0,61.0,4338
10,4,3,2,0.82,63.4,55.0,2893
4,3,4,5,1.02,62.4,58.0,5454
12,1,0,3,1.2,62.2,65.0,6344
7,1,0,2,0.5,60.5,57.0,1447
4,1,2,3,0.9,63.3,57.0,3116
11,1,1,5,1.01,63.9,59.0,6968
3,2,6,5,1.51,61.7,57.0,7847
11,2,1,5,0.31,61.8,54.0,680
3,2,0,4,0.7,62.9,57.0,3229
11,3,3,7,0.31,62.2,59.0,707
5,2,4,2,1.09,62.5,56.0,5125
10,1,1,2,0.4,63.2,58.0,687
3,4,2,3,1.4,59.9,60.0,7345
3,2,2,2,0.51,60.8,57.0,1633
5,4,3,2,0.61,59.7,63.0,1548
7,1,0,7,1.01,63.5,57.0,8943
7,4,4,2,1.32,63.5,57.0,5717
3,2,2,4,0.96,61.2,56.0,5666
2,4,3,5,0.9,61.5,60.0,4386
10,2,0,4,0.55,61.5,56.0,1918
10,4,4,4,1.51,63.2,60.0,11263
6,3,2,4,0.4,62.4,59.0,982
3,3,3,4,0.41,62.5,59.0,899
4,3,6,4,1.23,62.7,58.0,5412
11,3,4,2,0.42,59.5,57.0,898
12,2,4,6,0.37,62.3,56.0,810
4,0,6,2,1.5,64.9,58.0,6006
8,2,0,7,0.27,62.6,56.0,622
12,4,1,5,1.2,60.7,59.0,8769
2,2,5,5,1.23,62.4,58.0,6817
10,1,3,2,0.35,63.8,54.0,669
4,1,0,2,1.01,63.9,60.0,5147
1,1,3,2,0.9,60.2,63.0,3921
3,2,3,1,0.43,61.8,56.0,1433
0,0,6,5,0.7,64.6,58.0,1672
1,1,3,6,0.5,63.3,56.0,1966
3,2,0,2,0.36,62.0,54.0,626
12,2,2,6,0.3,62.0,58.0,814
4,4,2,3,0.74,59.6,60.0,2298
5,2,3,4,0.43,61.6,55.1,1005
5,2,0,5,0.31,62.5,56.0,734
10,4,1,3,1.11,61.7,63.0,4102
4,4,3,7,1.23,62.0,58.0,9803
11,0,3,2,0.7,64.8,59.0,2016
1,2,1,6,0.32,61.7,55.0,1020
9,1,0,3,1.01,64.0,59.0,3932
1,3,6,5,1.35,61.2,61.0,4974
3,2,0,6,0.4,61.1,56.0,1665
8,2,2,7,0.41,61.4,57.0,1323
1,2,2,6,0.23,62.7,57.0,530
12,2,6,5,1.25,62.6,54.0,5067
9,3,1,2,0.7,61.8,59.0,2396
9,4,6,5,0.3,63.4,57.0,473
6,2,4,5,1.06,62.4,57.0,4416
10,4,1,6,0.51,62.2,60.0,2579
4,0,4,5,0.8,65.3,58.0,2686
7,2,4,7,0.3,62.2,57.0,590
9,4,1,3,1.08,59.5,59.0,4840
3,1,3,5,0.28,61.8,61.0,394
0,2,5,5,0.73,62.2,54.0,2335
5,1,1,6,1.0,63.4,59.0,8359
6,2,4,7,0.32,61.7,56.0,828
4,3,3,7,1.01,61.2,58.0,8016
10,2,1,5,0.72,62.7,55.0,2691
9,3,4,4,1.14,62.0,62.0,5809
1,4,1,2,0.32,63.3,55.0,672
10,2,4,3,1.15,62.0,57.0,4830
11,4,4,5,0.5,62.8,58.0,1262
7,3,1,7,0.41,60.9,60.0,1243
10,4,3,4,0.7,61.7,59.0,2676
6,4,5,7,0.71,62.5,57.0,2495
10,1,0,6,0.26,64.3,55.0,532
0,4,4,2,1.13,60.1,60.0,4959
6,1,3,2,1.41,63.7,57.0,7738
4,1,3,3,1.01,63.8,56.0,3620
0,2,3,5,0.32,62.0,57.0,561
1,4,6,5,0.53,60.9,59.0,1023
0,2,4,2,0.41,62.9,55.0,876
12,2,1,5,0.4,62.6,56.0,949
1,4,2,5,0.26,62.4,58.0,453
6,4,2,2,0.51,63.4,58.0,1244
7,2,6,5,1.17,62.1,56.0,4619
6,2,4,4,0.5,61.9,53.0,1370
3,2,4,3,1.04,61.1,56.0,4368
5,2,0,3,0.71,61.1,57.0,2612
9,4,1,5,0.33,60.6,58.0,675
3,2,3,6,0.34,61.7,56.0,863
3,3,4,3,1.02,62.6,58.0,4798
0,2,0,5,0.51,61.5,57.0,1787
9,4,3,4,0.77,62.3,58.0,3240
7,2,0,3,0.32,61.4,56.0,477
5,2,5,3,1.2,59.6,61.0,4890
7,4,1,5,1.02,62.8,59.0,5565
1,1,6,3,1.01,63.7,60.0,3088
10,3,0,3,0.41,61.9,58.0,683
5,2,2,6,0.24,60.8,55.0,678
1,2,3,2,0.9,61.9,57.0,4871
3,3,0,2,0.6,60.4,60.0,1896
8,3,1,4,0.73,61.2,58.0,3370
10,2,0,5,0.32,61.8,55.0,657
7,4,3,2,0.7,62.8,58.0,2209
5,2,4,2,0.37,59.7,56.0,533
11,3,1,2,0.42,62.7,59.0,992
7,2,3,2,0.51,63.0,53.0,1312
8,4,2,6,0.44,62.1,60.0,1187
5,3,0,2,1.26,59.5,59.0,7903
3,2,4,5,0.58,61.8,55.0,1876
10,3,2,4,0.38,60.2,58.0,1117
5,2,5,5,1.08,61.9,57.0,5172
6,3,0,7,0.37,61.0,60.0,1071
10,2,6,2,0.63,61.8,56.0,1565
3,2,2,5,0.34,62.6,54.0,686
4,2,3,1,0.32,62.2,54.0,918
0,3,3,2,1.51,60.5,59.0,11230
1,4,0,3,1.01,60.3,57.0,4588
12,2,4,2,1.2,62.5,56.0,6742
9,3,3,3,0.91,60.4,61.0,3376
5,2,3,5,0.71,62.5,57.0,2511
0,3,2,3,1.27,61.0,61.0,5428
3,2,5,6,0.73,61.8,57.0,3239
9,2,3,0,1.28,61.6,57.0,4509
6,1,3,2,0.57,63.3,55.0,1364
11,3,4,2,0.9,62.4,56.0,3095
8,3,4,2,1.24,60.4,59.0,6729
7,4,2,5,0.7,63.3,56.0,2593
6,2,3,1,0.32,61.3,56.0,918
10,2,1,4,0.52,62.0,53.0,1893
0,2,0,6,0.4,60.3,57.0,1441
6,4,4,2,0.41,62.9,55.0,683
0,0,3,2,1.16,65.9,55.0,4612
2,2,3,2,0.34,62.7,57.0,607
9,2,2,2,0.42,61.6,56.0,760
12,2,1,5,0.32,62.1,55.0,702
2,3,2,4,0.7,59.0,59.0,2874
4,1,3,2,0.7,63.7,60.0,2150
10,2,3,7,1.02,61.1,57.0,7898
5,4,5,4,1.53,62.8,55.0,10602
9,4,3,2,1.22,62.1,58.0,6334
0,2,4,1,0.71,62.2,57.0,3234
11,3,3,5,1.21,62.2,58.0,7454
2,4,2,2,0.37,62.4,59.0,616
1,1,2,2,0.59,59.5,62.0,1318
10,3,1,4,0.54,60.3,58.0,2041
7,3,2,4,0.57,61.3,58.0,1915
3,4,4,2,1.51,62.1,59.0,9694
4,3,2,7,1.0,61.3,55.0,8602
4,3,4,3,1.33,61.9,58.0,5214
10,3,1,3,1.03,62.0,59.0,4885
9,4,2,4,0.4,62.2,55.0,786
3,2,3,1,0.54,61.2,57.0,2289
1,4,5,4,0.71,62.3,60.0,2326
10,4,2,3,0.94,62.3,59.0,3150
3,4,3,4,0.72,63.8,58.0,2819
10,4,3,2,1.01,62.0,63.0,3137
5,1,3,2,0.51,63.6,55.0,1220
4,2,3,1,0.24,60.8,58.0,559
3,2,3,7,0.4,62.3,54.0,931
1,4,4,0,1.85,63.3,56.0,5688
3,2,1,2,0.74,61.6,54.0,2699
